Record_ID,Date,Time,Shift,HX_ID,Operator_ID,Hot_Fluid,Hot_Inlet_Temp_C,Hot_Outlet_Temp_C,Hot_Pressure_bar,Hot_Flow_Rate_kg_hr,Cold_Fluid,Cold_Inlet_Temp_C,Cold_Outlet_Temp_C,Cold_Pressure_bar,Cold_Flow_Rate_kg_hr,Heat_Duty_kW,LMTD_C,U_Value_W_m2K,Reynolds_Number,Effectiveness_pct,Thermal_Efficiency_pct,Fouling_Factor_m2K_W,Pressure_Drop_Shell_bar,Pressure_Drop_Tube_bar,Cooling_Water_Makeup_pct,Operating_Hours,Days_Since_Cleaning,Last_Maintenance_Date,Maintenance_Required,Alarm_Count,Sensor_Status,Equipment_Health_Score,Failure_Risk,Ambient_Temp_C,Relative_Humidity_pct,Electricity_Consumption_kWh,Energy_Loss_kW,Failure_Within_7Days
REC-02271,2023-10-11,18:00,C,HX-695-A,OP-004,Propylene,51.5,31.7,16.49,9789.2,Cooling Water,24.96,31.28,3.3,17956.6,131.9,12.27,738.7,3000,74.54,74.87,0.0001812,0.284,0.646,1.32,703.3,29.3,2023-09-12,No,0,Normal,71.0,Medium,23.24,69.1,42.89,1901.0,0
REC-02272,2023-10-11,21:00,C,HX-695-A,OP-006,Propylene,53.03,30.92,16.43,10043.7,Cooling Water,23.44,30.56,3.24,18270.1,151.2,13.63,742.4,3000,75.24,75.36,0.0001776,0.269,0.628,2.51,706.3,29.43,2023-09-12,No,0,Normal,65.7,Medium,25.35,76.7,43.82,1878.3,0
REC-02273,2023-10-12,00:00,A,HX-695-A,OP-005,Propylene,53.12,31.62,16.38,9854.3,Cooling Water,24.53,31.26,3.48,18421.1,144.2,13.11,,3000,74.84,75.19,0.0001659,0.281,0.54,2.09,709.3,29.55,2023-09-12,No,1,Normal,68.9,Medium,26.11,79.8,41.01,1885.5,0
REC-02274,2023-10-12,03:00,A,HX-695-A,OP-011,Propylene,56.45,32.3,17.18,9799.1,Cooling Water,23.96,31.63,3.23,18043.7,161.0,15.11,746.5,3000,73.39,73.74,0.0001766,0.304,0.614,1.97,712.3,29.68,2023-09-12,No,1,Normal,69.6,Medium,21.57,80.1,42.89,1870.6,0
REC-02275,2023-10-12,06:00,A,HX-695-A,OP-008,Propylene,52.02,31.95,16.55,9067.2,Cooling Water,24.98,30.97,3.46,17792.3,123.8,12.74,744.6,3000,74.42,74.09,0.0001805,0.288,0.673,2.15,715.3,29.8,2023-09-12,No,0,Warning,69.6,Medium,26.07,62.9,45.67,1901.0,0
REC-02276,2023-10-12,09:00,B,HX-695-A,OP-007,Propylene,51.49,31.83,16.55,10573.3,Cooling Water,24.93,31.97,3.48,17290.9,141.4,12.13,739.3,3000,74.55,74.48,0.0001769,0.27,0.593,2.43,718.3,29.93,2023-09-12,No,0,Normal,65.0,Medium,24.16,83.8,37.9,1885.5,0
REC-02277,2023-10-12,12:00,B,HX-695-A,OP-007,Propylene,53.96,31.58,16.92,9953.1,Cooling Water,23.34,30.62,3.42,17906.3,151.6,14.5,747.7,3000,74.44,71.33,0.0001806,0.267,0.59,1.9,721.3,30.05,2023-09-12,No,0,Warning,67.7,Medium,21.2,81.9,44.15,1877.1,0
REC-02278,2023-10-12,15:00,B,HX-695-A,OP-009,Propylene,52.71,31.57,15.86,10184.8,Cooling Water,24.4,31.76,3.32,17132.9,146.6,12.85,733.7,3000,74.57,73.83,0.0001787,0.28,0.58,2.53,724.3,30.18,2023-09-12,No,2,Warning,61.9,Medium,23.39,70.7,41.12,1885.5,0
REC-02279,2023-10-12,18:00,C,HX-695-A,OP-002,Propylene,57.52,32.77,17.21,10135.2,Cooling Water,24.5,32.49,3.51,18362.6,170.7,15.14,736.5,3000,75.05,75.91,0.0001835,0.289,0.634,2.48,727.3,30.3,2023-09-12,No,1,Normal,66.4,Medium,23.16,74.2,43.9,1857.2,0
REC-02280,2023-10-12,21:00,C,HX-695-A,OP-008,Propylene,52.34,,17.0,9089.7,Cooling Water,24.73,30.66,3.41,17747.7,122.5,13.59,746.9,3000,71.6,72.71,0.0001805,0.31,0.653,1.96,730.3,30.43,2023-09-12,No,1,Normal,65.1,Medium,21.25,72.2,45.09,1907.3,0
REC-02281,2023-10-13,00:00,A,HX-695-A,OP-012,Propylene,55.29,33.65,17.34,9795.5,Cooling Water,25.75,32.65,3.44,17993.5,144.3,14.0,734.0,3000,73.87,72.78,0.0001868,0.271,0.62,2.14,733.3,30.55,2023-09-12,No,0,Normal,65.4,Medium,24.95,82.5,42.41,1886.0,0
REC-02282,2023-10-13,03:00,A,HX-695-A,OP-003,Propylene,54.23,31.31,16.25,9952.0,Cooling Water,22.93,30.4,3.13,17884.7,155.3,14.78,734.8,3000,73.8,72.58,0.000186,0.3,0.603,1.85,736.3,30.68,2023-09-12,No,0,Normal,65.5,Medium,21.42,64.1,,1877.5,0
REC-02283,2023-10-13,06:00,A,HX-695-A,OP-012,Propylene,53.65,29.26,16.38,10079.8,Cooling Water,21.69,29.59,3.67,18212.4,167.3,14.26,742.8,3000,76.37,76.31,0.0001832,0.31,0.595,2.3,739.3,30.8,2023-09-12,No,0,Warning,63.6,Medium,20.75,74.3,51.64,1860.3,0
REC-02284,2023-10-13,09:00,B,HX-695-A,OP-005,Propylene,53.02,32.63,16.8,10009.4,Cooling Water,25.75,32.58,3.36,17471.1,138.8,12.45,750.9,3000,74.97,75.84,0.0001857,0.304,0.62,2.11,742.3,30.93,2023-09-12,No,0,Warning,65.2,Medium,25.59,76.9,43.38,1891.7,0
REC-02285,2023-10-13,12:00,B,HX-695-A,OP-007,Propylene,54.25,32.47,16.54,10028.0,Cooling Water,24.11,31.45,3.4,17416.5,148.7,14.39,735.5,3000,73.24,72.66,0.0001887,0.291,0.617,2.15,745.3,31.05,2023-09-12,No,0,Normal,65.2,Medium,22.0,73.7,44.76,1876.2,0
REC-02286,2023-10-13,15:00,B,HX-695-A,OP-005,Propylene,54.79,32.96,16.4,10522.3,Cooling Water,25.29,33.04,3.61,17350.9,156.3,13.51,739.1,3000,73.65,73.37,0.0001838,0.287,0.61,2.15,748.3,31.18,2023-09-12,No,0,Normal,66.3,Medium,22.42,76.5,48.98,1868.6,0
REC-02287,2023-10-13,18:00,C,HX-695-A,OP-009,Propylene,58.47,33.48,16.39,9085.2,Cooling Water,25.11,32.95,3.35,16955.4,154.5,15.39,739.2,3000,74.72,77.47,0.0001865,0.28,0.563,2.5,751.3,31.3,2023-09-12,No,0,Normal,64.7,Medium,23.6,79.8,46.81,1877.4,0
REC-02288,2023-10-13,21:00,C,HX-695-A,OP-001,Propylene,53.25,,16.16,9981.5,Cooling Water,23.95,30.92,3.47,18044.5,146.1,13.81,736.2,3000,72.51,72.98,0.0001933,0.273,0.638,2.7,754.3,31.43,2023-09-12,No,0,Fault,64.5,Medium,23.89,74.3,47.77,1886.6,0
REC-02289,2023-10-14,00:00,A,HX-695-A,OP-006,Propylene,53.95,30.8,16.15,9644.2,Cooling Water,22.09,29.51,3.32,17630.8,152.0,15.25,,3000,72.67,74.25,0.0001819,0.282,0.617,2.75,757.3,31.55,2023-09-12,No,0,Normal,64.4,Medium,22.5,75.9,49.8,1876.0,0
REC-02290,2023-10-14,03:00,A,HX-695-A,OP-001,Propylene,53.21,31.82,16.7,9878.7,Cooling Water,24.49,31.3,3.67,18164.2,143.8,13.31,747.5,3000,75.68,74.62,0.000179,0.313,0.587,1.6,760.3,31.68,2023-09-12,No,0,Normal,66.1,Medium,22.21,74.9,41.7,1884.9,0
REC-02291,2023-10-14,06:00,A,HX-695-A,OP-012,Propylene,55.38,30.16,16.63,9550.9,Cooling Water,21.43,29.52,3.1,17429.6,163.9,15.77,741.0,3000,75.28,72.47,0.0001968,0.281,0.57,2.16,763.3,31.8,2023-09-12,No,0,Warning,62.5,Medium,20.72,71.1,34.71,1867.1,0
REC-02292,2023-10-14,09:00,B,HX-695-A,OP-001,Propylene,51.5,31.2,16.3,10172.4,Cooling Water,23.34,30.19,3.39,17660.3,140.6,13.48,739.5,3000,72.45,72.45,0.0001873,0.272,0.603,2.02,766.3,31.93,2023-09-12,No,0,Normal,,Medium,22.04,69.2,41.47,1893.9,0
REC-02293,2023-10-14,12:00,B,HX-695-A,OP-002,Propylene,55.98,32.23,16.46,9681.4,Cooling Water,22.88,30.58,3.25,17471.7,156.5,16.06,,3000,71.2,72.23,0.0002011,0.299,0.599,2.32,769.3,32.05,2023-09-12,No,0,Normal,62.1,Medium,21.74,69.8,36.46,1870.6,0
REC-02294,2023-10-14,15:00,B,HX-695-A,OP-002,Propylene,53.44,32.26,16.63,9738.3,Cooling Water,24.81,31.86,3.51,17132.6,140.4,13.29,731.9,3000,74.23,73.37,0.0002066,0.313,0.668,2.52,772.3,32.18,2023-09-12,No,0,Warning,65.2,Medium,25.08,71.8,44.14,1890.8,0
REC-02295,2023-10-14,18:00,C,HX-695-A,OP-005,Propylene,53.65,32.41,16.48,9679.1,Cooling Water,24.81,31.59,3.54,17765.0,139.9,13.57,,3000,72.71,73.47,0.0002002,0.296,0.638,2.19,775.3,32.3,2023-09-12,No,0,Normal,62.7,Medium,24.54,71.6,42.01,1888.7,0
REC-02296,2023-10-14,21:00,C,HX-695-A,OP-004,Propylene,53.7,30.69,16.12,10047.3,Cooling Water,22.86,30.41,3.48,17907.8,157.3,14.18,745.2,3000,74.7,73.01,0.0001864,0.267,0.634,2.12,778.3,32.43,2023-09-12,No,0,Normal,65.7,Medium,23.07,80.3,42.91,1866.2,0
REC-02297,2023-10-15,00:00,A,HX-695-A,OP-009,Propylene,53.55,32.18,16.81,10254.8,Cooling Water,24.41,31.93,3.4,17037.9,149.2,13.53,741.8,3000,74.07,74.71,0.0001822,0.309,0.575,2.36,781.3,32.55,2023-09-12,No,0,Normal,65.0,Medium,24.05,79.9,39.41,1882.4,0
REC-02298,2023-10-15,03:00,A,HX-695-A,OP-011,Propylene,54.75,32.4,16.5,9877.9,Cooling Water,24.39,31.67,3.39,17749.1,150.3,14.24,743.7,3000,73.21,73.65,0.0001865,0.281,0.659,2.28,784.3,32.68,2023-09-12,No,0,Normal,60.6,Medium,22.28,75.8,41.14,1877.7,0
REC-02299,2023-10-15,06:00,A,HX-695-A,OP-009,Propylene,54.87,32.57,16.46,9333.3,Cooling Water,24.35,30.73,3.28,19097.9,141.6,14.78,730.4,3000,72.97,71.88,0.0001935,0.324,0.563,2.21,787.3,32.8,2023-09-12,No,0,Normal,61.8,Medium,22.24,64.9,39.22,1883.8,0
REC-02300,2023-10-15,09:00,B,HX-695-A,OP-007,Propylene,51.94,32.48,16.71,9487.1,Cooling Water,25.14,31.13,3.17,18045.3,125.7,12.93,724.9,3000,72.8,72.75,0.0002082,0.306,0.669,2.08,790.3,32.93,2023-09-12,Yes,2,Warning,54.8,High,23.14,72.3,49.99,1903.6,0
REC-02301,2023-10-15,12:00,B,HX-695-A,OP-008,Propylene,55.42,32.18,16.55,9841.0,Cooling Water,24.54,32.05,3.14,17845.7,155.6,14.07,737.9,3000,75.88,74.74,0.0002005,0.3,0.614,2.15,793.3,33.05,2023-09-12,No,0,Normal,64.2,Medium,25.73,76.8,45.03,1870.2,0
REC-02302,2023-10-15,15:00,B,HX-695-A,OP-012,Propylene,52.3,31.18,16.85,9261.0,Cooling Water,24.39,31.08,3.33,17111.5,133.1,12.66,738.2,3000,75.78,76.57,0.0002142,0.297,0.641,2.31,796.3,33.18,2023-09-12,No,0,Warning,60.1,Medium,21.88,85.1,43.47,1897.3,0
REC-02303,2023-10-15,18:00,C,HX-695-A,OP-009,Propylene,54.3,32.74,16.07,9783.9,Cooling Water,24.89,31.68,3.37,18179.4,143.5,13.96,731.5,3000,74.33,73.88,0.0002061,0.314,0.634,2.44,799.3,33.3,2023-09-12,No,0,Normal,61.0,Medium,22.29,79.4,40.02,1890.7,0
REC-02304,2023-10-15,21:00,C,HX-695-A,OP-007,Propylene,53.95,32.07,16.14,9576.5,Cooling Water,24.15,31.29,3.41,17165.5,,14.02,,3000,72.87,73.52,0.0002042,0.31,0.617,2.32,802.3,33.43,2023-09-12,No,0,Normal,60.3,Medium,24.09,68.6,,1887.4,0
REC-02305,2023-10-16,00:00,A,HX-695-A,OP-004,Propylene,51.11,31.3,16.08,10178.8,Cooling Water,24.47,31.18,3.31,17574.5,137.3,12.23,737.3,3000,73.77,76.37,0.0002002,0.282,0.638,2.35,805.3,33.55,2023-09-12,No,1,Normal,,Medium,23.72,84.1,32.1,1896.0,0
REC-02306,2023-10-16,03:00,A,HX-695-A,OP-007,Propylene,,31.8,16.58,9558.5,Cooling Water,23.59,30.44,3.6,18588.0,148.2,14.77,742.3,3000,73.91,73.87,0.0001893,0.286,0.611,1.74,808.3,33.68,2023-09-12,No,0,Normal,65.7,Medium,22.25,74.5,44.4,1884.3,0
REC-02307,2023-10-16,06:00,A,HX-695-A,OP-005,Propylene,53.59,30.48,16.78,9860.1,Cooling Water,21.93,29.3,3.4,18098.7,155.0,15.07,734.8,3000,74.03,72.77,0.0001921,0.281,0.569,1.69,811.3,33.8,2023-09-12,No,0,Normal,,Medium,20.72,57.8,44.41,1877.0,0
REC-02308,2023-10-16,09:00,B,HX-695-A,OP-011,Propylene,54.55,31.74,16.29,9609.3,Cooling Water,23.1,30.38,3.47,17629.3,,15.09,724.6,3000,73.19,71.83,0.0002019,0.275,0.651,2.01,814.3,33.93,2023-09-12,No,1,Normal,62.0,Medium,21.08,71.3,44.16,1877.7,0
REC-02308,2023-10-16,09:00,B,HX-695-A,OP-011,Propylene,54.55,31.74,16.29,9609.3,Cooling Water,23.1,30.38,3.47,17629.3,,15.09,724.6,3000,73.19,71.83,0.0002019,0.275,0.651,2.01,814.3,33.93,2023-09-12,No,1,Normal,62.0,Medium,21.08,71.3,44.16,1877.7,0
REC-02309,2023-10-16,12:00,B,HX-695-A,OP-006,Propylene,52.8,29.99,15.7,9978.2,Cooling Water,22.89,30.45,3.48,17626.4,154.9,13.3,740.4,3000,75.21,73.97,0.0001971,0.296,0.653,1.88,817.3,34.05,2023-09-12,No,0,Warning,60.7,Medium,21.79,77.3,44.61,1874.4,0
REC-02310,2023-10-16,15:00,B,HX-695-A,OP-009,Propylene,50.83,29.99,16.17,10020.2,Cooling Water,22.95,30.19,3.31,16874.6,142.0,12.64,735.1,3000,75.68,74.98,0.0001969,0.255,0.6,1.45,820.3,34.18,2023-09-12,No,0,Normal,62.2,Medium,21.91,72.6,39.58,1885.0,0
REC-02311,2023-10-16,18:00,C,HX-695-A,OP-001,Propylene,54.3,32.2,16.96,10096.4,Cooling Water,23.79,31.16,3.66,17729.4,151.9,14.55,728.1,3000,72.04,71.78,0.0002077,0.285,0.658,1.92,823.3,34.3,2023-09-12,No,1,Normal,61.8,Medium,20.98,69.3,42.97,1881.3,0
REC-02312,2023-10-16,21:00,C,HX-695-A,OP-004,Propylene,52.24,31.95,16.08,10179.0,Cooling Water,24.88,31.8,3.43,17480.0,140.6,12.6,741.5,3000,75.89,72.19,0.0001993,0.293,0.68,1.74,826.3,34.43,2023-09-12,No,1,Normal,60.8,Medium,22.67,69.0,38.64,1888.6,0
REC-02313,2023-10-17,00:00,A,HX-695-A,OP-006,Propylene,52.12,33.12,16.61,10017.3,Cooling Water,26.14,32.36,3.24,17901.4,,12.28,722.2,3000,72.85,73.03,0.0001996,0.313,0.606,2.57,829.3,34.55,2023-09-12,No,2,Normal,58.2,Medium,24.69,67.7,39.32,1899.8,1
REC-02314,2023-10-17,03:00,A,HX-695-A,OP-003,Propylene,53.57,30.96,16.05,9516.4,Cooling Water,22.34,29.64,3.39,17258.2,146.5,14.99,732.8,3000,71.82,73.38,0.0001979,0.255,0.626,2.15,832.3,34.68,2023-09-12,No,0,Normal,63.6,Medium,20.03,75.2,42.89,1880.8,1
REC-02315,2023-10-17,06:00,A,HX-695-A,OP-012,Propylene,56.2,32.9,16.6,9355.8,Cooling Water,24.92,31.92,3.48,18222.5,148.3,14.65,733.9,3000,74.66,75.58,0.0001965,0.261,0.654,1.75,835.3,34.8,2023-09-12,No,0,Normal,63.3,Medium,24.82,75.5,47.35,1887.0,1
REC-02316,2023-10-17,09:00,B,HX-695-A,OP-009,Propylene,,30.8,16.5,9691.3,Cooling Water,23.11,30.59,3.55,17620.0,153.1,14.12,739.4,3000,75.27,74.87,0.0002087,0.299,0.62,2.19,838.3,34.93,2023-09-12,No,0,Normal,65.1,Medium,22.99,78.5,39.31,1867.9,1
REC-02317,2023-10-17,12:00,B,HX-695-A,OP-008,Propylene,51.8,31.37,16.86,9465.4,Cooling Water,23.34,29.74,3.25,17667.3,131.6,13.89,736.2,3000,72.67,74.27,0.0001979,0.32,0.645,2.07,841.3,35.05,2023-09-12,No,1,Normal,59.4,Medium,20.11,69.9,47.6,1899.3,1
REC-02318,2023-10-17,15:00,B,HX-695-A,OP-008,Propylene,53.7,32.61,16.15,9899.9,Cooling Water,25.43,32.18,3.33,18134.0,,13.06,730.7,3000,75.22,74.35,0.0001991,0.271,0.59,2.77,844.3,35.18,2023-09-12,No,0,Normal,58.5,Medium,23.74,72.5,,1885.9,1
REC-02319,2023-10-17,18:00,C,HX-695-A,OP-012,Propylene,54.65,32.72,16.58,9721.8,Cooling Water,24.56,31.6,3.19,17717.2,145.1,14.34,727.8,3000,73.29,71.96,0.0002154,0.325,0.629,2.48,847.3,35.3,2023-09-12,No,0,Normal,61.3,Medium,24.04,82.4,41.44,1882.4,1
REC-02320,2023-10-17,21:00,C,HX-695-A,OP-005,Propylene,52.71,30.77,16.78,9728.5,Cooling Water,22.63,29.5,3.38,18172.9,145.3,14.39,725.0,3000,73.54,70.81,0.0002084,0.282,0.645,2.56,850.3,35.43,2023-09-12,No,0,Normal,61.1,Medium,20.92,69.5,,1879.2,1
REC-02321,2023-10-18,00:00,A,HX-695-A,OP-008,Propylene,54.83,32.13,16.29,10607.3,Cooling Water,24.06,31.77,3.46,,163.8,14.28,718.8,3000,73.54,73.14,0.0002067,0.274,0.624,2.46,853.3,35.55,2023-09-12,No,0,Fault,57.0,Medium,21.09,68.0,42.27,1862.0,1
REC-02322,2023-10-18,03:00,A,HX-695-A,OP-011,Propylene,55.78,,15.94,9918.9,Cooling Water,24.1,31.22,3.36,18753.1,155.2,15.28,732.9,3000,72.1,73.69,0.0002128,0.285,0.575,1.73,856.3,35.68,2023-09-12,No,0,Normal,58.7,Medium,21.68,72.6,44.93,1874.5,1
REC-02323,2023-10-18,06:00,A,HX-695-A,OP-010,Propylene,54.14,32.23,16.56,9891.1,Cooling Water,24.05,31.51,3.24,17005.6,147.5,14.2,733.7,3000,73.59,74.59,0.0002061,0.307,0.658,1.9,859.3,35.8,2023-09-12,No,0,Normal,63.9,Medium,22.93,81.7,45.06,1883.7,1
REC-02324,2023-10-18,09:00,B,HX-695-A,OP-009,Propylene,53.39,31.68,17.04,9759.8,Cooling Water,23.99,31.08,3.6,17485.1,144.2,13.73,730.3,3000,75.26,75.46,0.0002029,0.29,0.629,2.11,862.3,35.93,2023-09-12,No,0,Normal,60.7,Medium,25.08,74.9,43.66,1889.0,1
REC-02325,2023-10-18,12:00,B,HX-695-A,OP-012,Propylene,52.22,31.14,16.62,9691.5,Cooling Water,23.1,29.96,3.15,17426.7,139.0,13.96,728.9,3000,73.15,72.21,0.0002172,0.259,0.66,2.46,865.3,36.05,2023-09-12,No,0,Normal,61.3,Medium,24.01,72.5,43.29,1893.3,1
REC-02326,2023-10-18,15:00,B,HX-695-A,OP-001,Propylene,55.57,31.91,16.3,9543.5,Cooling Water,23.57,31.43,3.4,16819.2,153.7,14.86,724.4,3000,74.26,74.76,0.0002063,0.318,0.643,2.1,868.3,36.18,2023-09-12,No,0,Normal,57.1,Medium,21.13,73.2,40.5,1882.0,1
REC-02327,2023-10-18,18:00,C,HX-695-A,OP-012,Propylene,53.46,31.45,16.46,9567.4,Cooling Water,23.52,30.35,3.15,18051.5,143.3,14.19,721.4,3000,73.72,73.5,0.0002118,0.248,0.693,3.01,871.3,36.3,2023-09-12,No,0,Normal,58.7,Medium,23.55,75.5,46.95,1886.7,1
REC-02328,2023-10-18,21:00,C,HX-695-A,OP-007,Propylene,51.88,31.62,16.46,10033.0,Cooling Water,24.3,30.9,3.28,18009.6,138.4,12.97,730.3,3000,72.93,71.92,0.0002123,0.299,0.624,1.96,874.3,36.43,2023-09-12,No,1,Normal,55.4,Medium,25.34,70.8,44.6,1895.1,1
REC-02329,2023-10-19,00:00,A,HX-695-A,OP-002,Propylene,53.58,31.08,16.43,9588.9,Cooling Water,22.83,29.77,3.32,18192.9,146.8,14.69,731.4,3000,73.88,73.85,0.0002105,0.277,0.698,2.64,877.3,36.55,2023-09-12,No,0,Normal,,Medium,19.51,71.8,45.92,1879.6,1
REC-02330,2023-10-19,03:00,A,HX-695-A,OP-001,Propylene,53.36,31.34,16.41,9525.3,Cooling Water,22.99,29.73,3.53,18199.2,142.7,14.69,718.0,3000,72.88,72.98,0.0002128,0.295,0.684,1.98,880.3,36.68,2023-09-12,No,0,Normal,64.6,Medium,21.9,74.7,36.69,1885.7,1
REC-02331,2023-10-19,06:00,A,HX-695-A,OP-011,Propylene,50.66,31.32,16.21,9357.3,Cooling Water,23.64,29.63,3.42,17707.6,123.2,13.25,732.2,3000,71.3,69.76,0.0002167,0.285,0.633,2.01,883.3,36.8,2023-09-12,No,0,Normal,55.5,Medium,23.94,78.5,46.81,1903.4,1
REC-02332,2023-10-19,09:00,B,HX-695-A,OP-008,Propylene,52.43,31.53,16.5,9804.5,Cooling Water,23.38,30.22,3.4,17539.5,139.4,14.02,718.9,3000,72.35,72.43,0.0002168,0.292,0.632,2.06,886.3,36.93,2023-09-12,No,0,Warning,57.7,Medium,24.59,69.9,41.93,1889.1,1
REC-02333,2023-10-19,12:00,B,HX-695-A,OP-007,Propylene,51.75,31.91,16.62,9608.3,Cooling Water,24.08,30.48,3.29,17419.1,129.7,13.45,717.4,3000,72.24,70.28,0.0002175,0.304,0.653,2.74,889.3,37.05,2023-09-12,No,0,Normal,59.9,Medium,24.82,80.9,36.42,1897.6,1
REC-02334,2023-10-19,15:00,B,HX-695-A,OP-010,Propylene,55.34,31.66,15.71,9828.2,Cooling Water,22.8,30.2,3.21,18406.7,158.4,15.61,727.2,3000,73.66,71.54,0.0002141,0.281,0.656,2.12,892.3,37.18,2023-09-12,No,0,Normal,59.8,Medium,23.12,70.9,45.19,1872.9,1
REC-02335,2023-10-19,18:00,C,HX-695-A,OP-009,Propylene,55.03,32.77,17.02,10289.0,Cooling Water,24.45,31.64,3.07,18650.7,155.9,14.58,724.8,3000,72.91,72.86,0.0002186,0.281,0.715,2.11,895.3,37.3,2023-09-12,No,0,Normal,61.8,Medium,23.58,73.2,44.01,1872.7,1
REC-02336,2023-10-19,21:00,C,HX-695-A,OP-008,Propylene,52.3,30.85,16.27,9379.2,Cooling Water,23.28,30.04,3.52,17399.9,136.9,13.62,726.9,3000,74.22,74.07,0.0002233,0.273,0.645,2.38,898.3,37.43,2023-09-12,No,0,Normal,56.7,Medium,21.51,72.6,46.91,1893.0,1
REC-02337,2023-10-20,00:00,A,HX-695-A,OP-010,Propylene,53.42,32.55,15.75,10324.6,Cooling Water,25.22,32.11,3.13,18296.3,146.7,13.1,724.2,3000,74.08,74.36,,0.275,0.691,1.94,901.3,37.55,2023-09-12,No,1,Normal,55.7,Medium,24.52,74.5,47.73,1884.4,1
REC-02338,2023-10-20,03:00,A,HX-695-A,OP-011,Propylene,51.19,31.16,16.77,9209.5,Cooling Water,24.41,30.76,3.4,17005.9,125.5,12.35,731.0,3000,75.37,74.72,0.0002123,0.28,0.684,1.62,904.3,37.68,2023-09-12,No,0,Normal,60.0,Medium,21.93,64.8,43.75,1901.4,1
REC-02339,2023-10-20,06:00,A,HX-695-A,OP-012,Propylene,56.38,32.71,16.0,9741.2,Cooling Water,23.66,31.26,3.74,17759.9,156.9,15.73,,3000,72.61,73.0,0.0002237,0.318,0.627,1.84,907.3,37.8,2023-09-12,No,1,Normal,59.8,Medium,23.5,68.2,44.49,1869.4,1
REC-02340,2023-10-20,09:00,B,HX-695-A,OP-007,Propylene,51.74,31.41,15.38,9354.1,Cooling Water,23.7,30.18,3.47,17170.8,129.4,13.47,718.5,3000,73.18,72.72,0.0002313,0.31,0.674,3.03,910.3,37.93,2023-09-12,No,1,Warning,58.2,Medium,23.28,81.0,44.39,1902.5,1
REC-02341,2023-10-20,12:00,B,HX-695-A,OP-011,Propylene,,33.39,16.32,9866.3,Cooling Water,25.63,32.13,3.5,17862.5,135.0,13.43,723.4,3000,72.04,72.27,0.0002321,0.271,0.682,2.26,913.3,38.05,2023-09-12,Yes,0,Normal,53.8,High,24.41,77.3,39.7,1895.1,1
REC-02342,2023-10-20,15:00,B,HX-695-A,OP-001,Propylene,53.91,31.19,16.27,9469.8,Cooling Water,22.65,29.96,3.22,17217.3,146.4,14.95,724.8,3000,71.7,73.56,0.00022,0.297,0.64,2.32,916.3,38.18,2023-09-12,No,0,Normal,56.1,Medium,20.6,73.0,42.7,1891.5,1
REC-02343,2023-10-20,18:00,C,HX-695-A,OP-005,Propylene,55.11,31.88,16.77,10032.2,Cooling Water,23.77,31.27,3.37,18181.2,158.6,14.58,727.6,3000,73.74,73.13,0.0002139,0.304,0.694,2.44,919.3,38.3,2023-09-12,No,1,Normal,56.3,Medium,21.51,81.5,41.43,1866.4,1
REC-02344,2023-10-20,21:00,C,HX-695-A,OP-004,Propylene,54.59,32.74,16.15,10260.6,Cooling Water,23.78,31.24,3.63,17591.2,152.6,15.02,712.4,3000,69.31,71.49,0.0002333,0.293,0.7,2.77,922.3,38.43,2023-09-12,Yes,2,Warning,52.4,High,24.41,64.6,48.26,1877.0,1
REC-02345,2023-10-21,00:00,A,HX-695-A,OP-001,Propylene,51.82,31.86,16.93,9503.4,Cooling Water,23.9,30.14,3.26,17782.1,129.1,13.7,720.6,3000,70.12,70.6,0.0002254,0.302,0.68,2.06,925.3,38.55,2023-09-12,No,0,Normal,62.3,Medium,23.41,73.3,42.78,1903.3,1
REC-02346,2023-10-21,03:00,A,HX-695-A,OP-007,Propylene,50.41,31.2,15.89,10301.4,Cooling Water,23.98,30.42,3.31,17980.4,134.7,12.54,720.5,3000,73.41,72.68,0.0002318,0.28,0.692,2.11,928.3,38.68,2023-09-12,Yes,1,Normal,53.9,High,21.22,73.5,38.77,1896.5,1
REC-02347,2023-10-21,06:00,A,HX-695-A,OP-011,Propylene,,33.2,16.29,9909.5,Cooling Water,24.58,31.88,3.34,17758.2,150.9,14.91,709.3,3000,71.9,70.68,0.0002399,0.287,0.673,2.1,931.3,38.8,2023-09-12,Yes,0,Normal,52.4,High,23.03,77.2,39.49,1877.8,1
REC-02348,2023-10-21,09:00,B,HX-695-A,OP-001,Propylene,52.06,31.41,15.67,9617.4,Cooling Water,22.92,29.43,3.4,17847.0,135.2,14.43,719.8,3000,70.43,69.59,0.0002302,0.307,0.639,2.73,934.3,38.93,2023-09-12,No,0,Normal,55.0,Medium,19.0,87.4,34.86,1895.9,1
REC-02349,2023-10-21,12:00,B,HX-695-A,OP-007,Propylene,54.01,32.21,16.5,9043.9,Cooling Water,24.28,30.79,3.38,17712.9,134.1,14.23,715.4,3000,72.41,73.03,0.0002269,0.324,0.667,2.13,937.3,39.05,2023-09-12,No,0,Normal,56.0,Medium,22.47,67.8,50.78,1895.4,1
REC-02350,2023-10-21,15:00,B,HX-695-A,OP-010,Propylene,53.75,31.67,17.04,10208.5,Cooling Water,23.2,30.85,3.49,17242.0,153.4,14.51,728.2,3000,72.74,73.59,0.000224,0.267,0.666,2.32,940.3,39.18,2023-09-12,No,0,Normal,59.9,Medium,20.43,66.3,40.52,1874.0,1
